videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions,idioma_detectado
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7553006969860064030,1758571505,2025-09-22T20:05:05.000Z,This is an 8. I tried on a 6 at the store and it was TIGHT 😩,430,False,False,,0.0,7023606456123933701,mar_luv11,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/59fcc68a92c5873ae01d381b9f3c13ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cefae25a&x-expires=1774612800&x-signature=9WJIrHZflqiCiE%2FsfGI0ZOgZi%2Fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552600970321249079,1758476969,2025-09-21T17:49:29.000Z,im a size 4 i couldnt even fit in the 0🤣😩,1197,True,False,,0.0,3873175,lauranwardd,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/654efffdc21b7eb74cd3e6c3df131315~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7834f6da&x-expires=1774612800&x-signature=EiNEBz%2FkePl8dEqJGs55jwHHyTY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552586626633155341,1758473649,2025-09-21T16:54:09.000Z,It’s bc they be busting out the zipper getting them 5x smaller then their size.,167,False,False,,0.0,22843437,alexiadanae_,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8d0d36dc168c3e402e59c5dddbaa45e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=44eeece4&x-expires=1774612800&x-signature=XNobTaei899nEn02yvbQ939UeQ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552595872280216351,1758475786,2025-09-21T17:29:46.000Z,She was prolly rage baiting and it worked so yall comments hating boosted her algorithm and made her money Lol,390,False,False,,5.0,7518545875078349855,dokiyr,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/48f849a3a07b153d5c5c9b7da0d4e374~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a4ce8fdb&x-expires=1774612800&x-signature=O1vAG%2FEq%2FEUEDayTvXvVBBQhlyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552557383517504311,1758466829,2025-09-21T15:00:29.000Z,Mannn I’m a size 2-4 in lulu and the 2 is lowkey tight. I don’t like how it feels my shoulder feel a mess 😭😭😭.,125,False,False,,1.0,6786020937777316869,jaay.._,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd9e668c2e54cc82afa3eddfa855ff48~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=882d1d98&x-expires=1774612800&x-signature=n0zRPBBtiLnNuk4x29XOrfG7S4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552516125730784030,1758457271,2025-09-21T12:21:11.000Z,"I’m a 4, 5’6 150lbs and I just bought a size 2 for the first time… LORD it was tight",219,False,False,,4.0,6764389473012466693,aaraeah,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/691c4cedd61eb885874e9d1b9febc9a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5899f6ba&x-expires=1774612800&x-signature=rK9q%2BvuPaEUQEHZdatFJLGRXM%2Fw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552538361995854622,1758462391,2025-09-21T13:46:31.000Z,"I was on a fitness kick two years ago and was a solid size 6–I bought a size 0 because it was on clearance. Never mf again, I immediately gave it to my sister. Felt like a boa constrictor was squeezing me 😭",272,True,False,,2.0,6834542503887455237,adriannaisabelle1,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d12fe33b25605fed16906277f7683883~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6145472&x-expires=1774612800&x-signature=31iJvf3NCiiPAH0CbR85Pv%2Bujts%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552525465950470925,1758459440,2025-09-21T12:57:20.000Z,"a size 2 for me is kinda tight so i wear a 4, there’s no way she’s wearing a 0 😭",71,False,False,,2.0,7178662666691478574,jazzy.nicholeee,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b89b3bfd381aa13a12b3b69f0b4bfd6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dec1697a&x-expires=1774612800&x-signature=KgRrgWjouj%2FT%2Ba3Zr2oTi8uUF4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552382311330595598,1758426068,2025-09-21T03:41:08.000Z,I’m a size 8 and wear size 6 in lulu my jacket fits nice it’s not to tight,271,False,False,,5.0,6817538433793491974,drpepper.lover06,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/63fee49d562d17bb913d7ec8e5209679~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2cf8e526&x-expires=1774612800&x-signature=nbD8jkcV1FpGv7MihQqVrmRcuLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552525923885024031,1758459546,2025-09-21T12:59:06.000Z,im 5'6 105 pounds and the size 2 is tight on me 💀,180,False,False,,2.0,7311090238083728430,cbandzzz220,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/44ff005099b84edf818afcdb41873fd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a04989ec&x-expires=1774612800&x-signature=wS0%2FYv82Rao3pPpmLLowyO8YTaI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,https://www.tiktok.com/@rose32xz/video/7552319724474912031,7552496852898431799,1758452794,2025-09-21T11:06:34.000Z,everbodies bodies are different tbh I’m a size 8-10 and fit a size 6 lol I could even size down if I wanted fr,39,False,False,,7.0,6781593116660532230,fa1rybae,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/09895a4077e23438b4f95b52b5881574~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9662585&x-expires=1774612800&x-signature=4lOItfHQZ6ct59EyUMbp8RRIUF4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7200961558120940331,1676604527,2023-02-17T03:28:47.000Z,how does it feel to live my dream,5600,True,False,,9.0,6768559374740800517,chloehiggins_,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1fd157aa790c11f4969c6e292383307d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=afc0f5f4&x-expires=1774612800&x-signature=bkU0mH2xINVJG08fdFOxL%2Fo2ZFo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7201239633907892997,1676669275,2023-02-17T21:27:55.000Z,lululemon. i always thought it was lulumelon..?,164,False,False,,5.0,7176222061667468293,_.melanie.cry.baby._,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/1b4745dc0c9f27d6b90395c0bfed9b5e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ef61dfb&x-expires=1774612800&x-signature=f1nb3bqr9DhRRO8p0f8Y1iljxUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7201146766397195054,1676647659,2023-02-17T15:27:39.000Z,where are these hangers from? i need them for all of mine now😅,438,True,False,,1.0,6762667830862300165,emmamarie057,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cbf8b83c6d15d4a4f0bfc5f96d132a3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c880fcde&x-expires=1774612800&x-signature=tFbquFCxw6tLmesSQK4sCRBHHRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7207799529671607082,1678196637,2023-03-07T13:43:57.000Z,No bc don’t sleep on the align tank,4234,False,False,,6.0,6701357898674504709,bri_yarbs,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a13004b46e706430c41e41b93dfa91e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08be0d9f&x-expires=1774612800&x-signature=qA64%2FhVZuNgxgzklMdaQAgYPtrE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7200978045541466926,1676608373,2023-02-17T04:32:53.000Z,I really wonder how it’s like working there because I really wanna work at Lululemon once I turn 18!!!! as a pt job!!,1951,False,False,,4.0,7082924647268566058,e._.zat,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1f1b0b6a539e2d69c6d62dd45f868ec3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5eadc770&x-expires=1774612800&x-signature=x%2FE6SbUxTlIjAdMvDY99wQohp84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7521771546807157534,1751298945,2025-06-30T15:55:45.000Z,How old do you have to be to work at lululemon,2,False,False,,0.0,7500571481907577898,gabbys.pookiedook,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fdf8bf960a0820002fcf43bcc9340015~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=29b6c580&x-expires=1774612800&x-signature=iCOhypeulzKTPKpmdJmIxnurRLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7209167660222530347,1678515171,2023-03-11T06:12:51.000Z,We had a Rafael at a school and someone a lululemon fancy pack. Like excuse,5,False,False,,0.0,7165720897342276654,saanvi_yeruva,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/371b7e72a2cd9aa8f4aa32f91cad10ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a86d43fd&x-expires=1774612800&x-signature=HZv8iq%2FNdyXnTD0aH5aN178UCvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7200997412970136363,1676612895,2023-02-17T05:48:15.000Z,That little jacket is so cute !!,43,False,False,,0.0,6911832572742337542,laurenclaireh,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0cc366afd59aa4462f3fe46119afcacb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=46fbd16e&x-expires=1774612800&x-signature=uRaA%2Bstd8Qx4ERJtQWPz%2F098MbQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7201202892953862955,1676660721,2023-02-17T19:05:21.000Z,how did you get a job there?? what’s the process like,5,False,False,,0.0,6765880743009911814,thisisforrachelyouwhite,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/05c9f94472918a520ecd7f6a5d1051a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03594358&x-expires=1774612800&x-signature=NnBj9DymdT%2Fs7qGkTwvGS6WacyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7207331051206935342,1678087573,2023-03-06T07:26:13.000Z,what's the difference if it's ribbed or not?,5,False,False,,0.0,6970143241576907782,taliahsthecoolest,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1486c18fdb5fd266922081cbe4cb5b89~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84d91d25&x-expires=1774612800&x-signature=RZrgroAbLiY7L4kqm8SOZikfh%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7201014711512531717,1676616941,2023-02-17T06:55:41.000Z,where'd you get those hangers that's awesome!,13,True,False,,0.0,6946367081580102661,t.k.h13,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e71a551fd6249778a2c67e42e28a3764~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e996f435&x-expires=1774612800&x-signature=rSAY%2FSjZr0IddAhOEF7APdlDdDk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7222748717907985194,1681677252,2023-04-16T20:34:12.000Z,Hi I have a question do get a discount if you buy something there?,5,False,False,,0.0,7222691176633484330,000.backup.preppy,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4851239a2608a23cbb2bfef097afd10d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce33a1fc&x-expires=1774612800&x-signature=Y0TB16KSivShwC857KQsQjAA04I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7209745521656267562,1678649702,2023-03-12T19:35:02.000Z,Me with my scuba collection/also where are those hangers from?,5,False,False,,0.0,6889240123747582981,retailrendezvous,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349122067742064683~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d68c5b2d&x-expires=1774612800&x-signature=rHQTaTyzuyrCaugnClPsnlpsxOU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7202502401991295786,1676963313,2023-02-21T07:08:33.000Z,me but with wunder trains,5,False,False,,0.0,21290683,melerw,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/efc483cf1f30749d1246c2febe6c8280~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2d97113d&x-expires=1774612800&x-signature=wLo0qIjdj6Y1%2FhvPMDXjkn4Up%2FM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7218668989994795822,1680727360,2023-04-05T20:42:40.000Z,Did anyone else see the gorden Ramsey emoji,6,False,False,,0.0,7218531971394323502,roblox.hehe.adm,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/39f8d20dcf43f3232fd2d8ef41ec6823~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d86a5eab&x-expires=1774612800&x-signature=GyV3R89jKHLO4PbkJCSAMmdlEtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,https://www.tiktok.com/@huntercamp33/video/7200918254892649770,7201131960631149358,1676644220,2023-02-17T14:30:20.000Z,Where is the organizer from? 😍,6,True,False,,0.0,6811939079757939718,prisssara,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/804113599e301ea6b509301d3039f44d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c10b6225&x-expires=1774612800&x-signature=o23Q2j6NhSKeFJHfHU3mgeSaXq0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en
