videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions,idioma_detectado,pais_busqueda
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615805637390238478,1773192963,2026-03-11T01:36:03.000Z,IM FW THISS,81,False,False,7615715069020816159,,7451653792214484014,alissa09082,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/19416e216bd567822c787cba76bbb6c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55dbe709&x-expires=1774612800&x-signature=rHEsD4ZVcDrRCuTlnlVXH8%2BkaSA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7617156153168184078,1773507397,2026-03-14T16:56:37.000Z,I’m going to call your,6,False,False,,0.0,7587631243504698382,sid79167,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8c9b2bd8ee960a73cace73e4367836f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=02a27355&x-expires=1774612800&x-signature=bHJKHU8wyiEAweyRLu4U%2FFUB9HA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616083325577085710,1773257605,2026-03-11T19:33:25.000Z,[Sticker] east dih respond💔😭,14,False,False,,3.0,7507062252925109290,yavg.fnl,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/343f819c5a65256176b53bbaa0cbd185~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a45beb3d&x-expires=1774612800&x-signature=M4TVr7pC1FhGcG2BL166qTLFgD8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615866721656308493,1773207196,2026-03-11T05:33:16.000Z,Forget the uber Alissa’s bus is here,8,False,False,,1.0,7199119411654378538,chlosspamaccount33,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0e6bc24f9c98a670b721400d73d653a6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa4e53cf&x-expires=1774612800&x-signature=ZUfZSgtbPNJkZ2pCEF0Dlw0vPvc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7619049237024457486,1773948178,2026-03-19T19:22:58.000Z,"no Uber?, I gotchu",26,False,False,,2.0,7371647516855518251,5star_.gio,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e4e6e5f3bf88fcda8656cfdf1ff95c1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2340941f&x-expires=1774612800&x-signature=X4aRvkyeXLRrJcO0VULwPlHcQSs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616123701835268878,1773267011,2026-03-11T22:10:11.000Z,why is dis actually tuff😭🤣,321,False,False,,1.0,7445447095743906859,bbatman_offtoday,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ba323013217cef93377f62c1062ab3ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4a94e4ca&x-expires=1774612800&x-signature=v34VlQ31CbMq49nyIkmeN%2Bbn3sc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615949514662265614,1773226494,2026-03-11T10:54:54.000Z,Eastdih the goat for this trend MVP,29,False,False,,0.0,7576765346159346743,_kjustboul18,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/76416dc32c27b0e6dad82a2bf277ef77~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38ff2f91&x-expires=1774612800&x-signature=XTLMYRcUDZo7%2Fq0YOgBUXvO0p0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615964055329735455,1773229903,2026-03-11T11:51:43.000Z,Why you go into the comments,58,False,False,,3.0,7545618589215097869,x.l.y.z5,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/87cab649382b25e4a7fc3f4036dfc4f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59f04cc2&x-expires=1774612800&x-signature=pYBU2hkS9Fq9BE532LqJk7OgKZQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616548113046766349,1773365839,2026-03-13T01:37:19.000Z,i’m lowkirkuinely in these comments,6,False,False,,2.0,7420915178555606062,mei03701,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/941bb92afadc49549624f2b7d35970c0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83075731&x-expires=1774612800&x-signature=HXMWRUgOwa3W3WhjJlKqWtJcmiw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7618334558928569102,1773781757,2026-03-17T21:09:17.000Z,bottom 5 justjoslide of all time😭,9,False,False,,0.0,7070523149586056234,k4spm,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/dba410a2b971881caa5c68dbf60cd6c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=97a755ae&x-expires=1774612800&x-signature=qKr0AX2plL90NRIZ1bQ8NKOZpgI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616111772089746207,1773264242,2026-03-11T21:24:02.000Z,[Sticker] you da real nike tech,4,False,False,,1.0,7281223973639029806,beefishungry69,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/28ee981e3a7f473a90acfbd7132119f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5d3e743&x-expires=1774612800&x-signature=0fzV1%2FlQKs2sTY8hRSyAz%2B1PAJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616544105082077966,1773364886,2026-03-13T01:21:26.000Z,somebody need to call yo uber,6,False,False,,1.0,7536511978111288375,prawem,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1bfe53d655ef447ed240d7a7ac25e156~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a05277bf&x-expires=1774612800&x-signature=kb9NOnjDhqNUPr3an%2B2jNLdVOZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616106379157586702,1773262971,2026-03-11T21:02:51.000Z,we gotta work on that last part,7,False,False,,0.0,6735905219346039814,realmyrr1,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b06e86dd19aceb8e9451b98fa235b494~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=95d04824&x-expires=1774612800&x-signature=zC5rfvqlTwXK9hPpiX0NnpJmG3c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615954104456168206,1773227575,2026-03-11T11:12:55.000Z,I’m too broke to I won’t call the Uber anyways,5,False,False,,1.0,7472849321292858414,monaebackup1,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b8c926082df4ddd8e17424952b71de93~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cbfebdeb&x-expires=1774612800&x-signature=mzYb5MKs5oyZClMyBv8fyPySQwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7618394844490351374,1773795795,2026-03-18T01:03:15.000Z,Man which one you want ?,9,False,False,,0.0,7452391751215924266,camthebest5690,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f1a4196edc837deb9fe1bb80589fce1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e18cdfdb&x-expires=1774612800&x-signature=dqE6LpSI2x%2BRspaU5hq0ouDh%2F4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616047059447808799,1773249195,2026-03-11T17:13:15.000Z,hurry sister..,6,False,False,,0.0,7582814847612879886,kushcomuh,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/710ebc4dd8c4095f4633a77d3ce5ec56~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de35b4da&x-expires=1774612800&x-signature=mvBJvRvCiwnHGHTnPZine%2BGHwFg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616073896241251086,1773255417,2026-03-11T18:56:57.000Z,Uber WILL be called,6,False,False,,0.0,7459424004118676511,imhighk7ghetto,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ff45dc4a83f15a17ed3eeb2985f19302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42d51408&x-expires=1774612800&x-signature=wgigBFfidhapavwHd8Qt1WGeQZY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616076958766023438,1773256132,2026-03-11T19:08:52.000Z,Ts might be tuff but I'm calling ur Uber sorry bro,11,False,False,,0.0,7551624390094488589,pr33ty_face,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/61139b004ed84d2beda7dffe9ea0557d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=682d01c0&x-expires=1774612800&x-signature=Ug9nBcYT%2FBWShD9nwZW9PdDfVZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7619807151754707742,1774124636,2026-03-21T20:23:56.000Z,ill just call my own shi 😔,6,False,False,,0.0,7533475456709051423,zaytoosheisty5,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2f112b344f6354e89017944ce90279b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=53c0495a&x-expires=1774612800&x-signature=rdRRn8cIaB4V6T%2B2RVlszwWAFBw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7615845417075901215,1773202231,2026-03-11T04:10:31.000Z,Ima call yo uber otw to me tho,96,False,False,,0.0,6532375548228009986,aarontyus06,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d102b850f7a19079432bd7d552e04a96~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b833ac99&x-expires=1774612800&x-signature=Xz%2B6SnwC%2FOzVxtCEqg9ZjBOUQeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616505165641876254,1773355842,2026-03-12T22:50:42.000Z,[Sticker] Finally can use this after a year,101,False,False,,1.0,7549629281937343543,xzisrealone2,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/75c0bea4922685e7e98467a5d8826d01~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26f58119&x-expires=1774612800&x-signature=FoK5B0CqCTwSSxggCEwG2mzW5Oc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,https://www.tiktok.com/@alissa09082/video/7615453695496441102,7616111062090695438,1773264092,2026-03-11T21:21:32.000Z,Bro dis to tuff 😭,437,False,False,,1.0,7582792714539402253,whoss.lai1aa,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0fc06cede73f5436ab22144b77dfec6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b6961ff9&x-expires=1774612800&x-signature=uPV0ZWhasrLfGVyU%2FetQIOVJDEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7369757997462635310,1715905526,2024-05-17T00:25:26.000Z,How is this so cheap compared to everything else they have,3512,False,False,,43.0,6915635248089269253,plasticwily,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bccd6d6dfc486201558d444b1e6b9a26~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c60cc54&x-expires=1774612800&x-signature=HeLNEs%2F9Kilm%2FX5YdkNVroPXHuc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7371986778691699499,1716424445,2024-05-23T00:34:05.000Z,This is so ugly,563,False,False,,5.0,6806898638935163910,talejandra06,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7334741937068179462~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62ed0b0f&x-expires=1774612800&x-signature=x3rcspldub%2BaBYf6yLvIkqBB35c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7368713120237830954,1715662255,2024-05-14T04:50:55.000Z,What is the best way to clean this? I find it gets dirty quick 😭,367,False,False,,14.0,7071116,jessicacaliendo,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e3b590234611bc5b7b116577f856372f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e494e295&x-expires=1774612800&x-signature=YBqjxhUWLt0L%2Fd%2BAIGbcnOd8s%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7370735485683925790,1716133107,2024-05-19T15:38:27.000Z,Ok but does anyone know what jacket she is wearing????,0,False,False,,6.0,6859537675364385797,lebubblepop,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b941fe1cd480a49acd87efd23061cbd8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d31f76a6&x-expires=1774612800&x-signature=u1vjV6OZkEe%2BDteHcoE6%2BSme1Bk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7375324904596292394,1717201670,2024-06-01T00:27:50.000Z,Lightweight Hem-Cinch Bomber Jacket,1,False,False,7370735485683925790,,108226723954950144,sheiscourtney,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4b5d5965b6613cf05bbc1eea73d6bc51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6440b43&x-expires=1774612800&x-signature=OWinbl288wIwnYnTuGGYQosWgEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,https://www.tiktok.com/@hintofnattyp/video/7367545064760937770,7370079497604105006,1715980381,2024-05-17T21:13:01.000Z,i have never once cared for lululemon but this is cute and im so tempted,732,False,False,,5.0,6515929178917912577,wonbbon,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/19cfcd3d4538d2b9819e8138a40a75d2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=28598b49&x-expires=1774612800&x-signature=d0D67oUGHOgiX9R%2B6b179S2DkyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],en,GB
